salary,salary_matches,skills,original_index,Job Title,Company,Location,description
[],[],set(),37,Software Engineer,Nuro,"Mountain View, CA","Who We Are

Nuro exists to better everyday life through robotics. Founded in 2016, Nuro has spent eight years developing autonomous driving (AD) technology and commercializing AD applications. The Nuro Driver™ is our world-class autonomous driving system that combines AD hardware with our generalized AI-first self-driving software. Built to learn and improve through data, the Nuro Driver™ is one of the few driverless autonomous technologies on public roads today.

Nuro has raised over $2B in capital from Fidelity, Bailie Gifford, T. Rowe Price, Google, and other leading investors. We’ve partnered with some of the world’s most respected brands including Uber, FedEx, Domino’s, Walmart, Kroger, and 7-Eleven.



Nuro takes a machine-learning-first approach to autonomous driving technology. In an ML-first system, the overall system performance depends heavily on the quantity and diversity of its training and evaluation data.

The team plays a crucial role in the advancement of autonomous driving systems by creating a scalable and reliable data infrastructure and tooling. This infrastructure is designed to produce training and evaluation data derived from both on-road logs, simulation logs, and evaluation results. Additionally, the team collaborates closely with system engineers to thoroughly validate the autonomous driving system before its deployment. Our team’s goals are to











At Nuro, your base pay is one part of your total compensation package. For this position, the reasonably expected pay range is between $138,225 and $250,800/year for the level at which this job has been scoped. Your base pay will depend on several factors, including your experience, qualifications, education, location, and skills. In the event that you are considered for a different level, a higher or lower pay range would apply. This position is also eligible for an annual performance bonus, equity, and a competitive benefits package."
[],[],set(),38,Software Engineer,Hunter Bond,"Greater London, England, United Kingdom",
[],[],{'Communication'},39,Software Engineer,Capgemini,Mumbai Metropolitan Region,"Job Description

Works in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications.



Works in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications.1. Applies scientific methods to analyse and solve software engineering problems.2. He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance.3. His/her work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers.4. The software engineer builds skills and expertise of his/her software engineering discipline to reach standard software engineer skills expectations for the applicable role, as defined in Professional Communities.5. The software engineer collaborates and acts as team player with other software engineers and stakeholders.



Has more than a year of relevant work experience. Solid understanding of programming concepts, software design and software development principles. Consistently works to direction with minimal supervision, producing accurate and reliable results. Individuals are expected to be able to work on a range of tasks and problems, demonstrating their ability to apply their skills and knowledge. Organises own time to deliver against tasks set by others with a mid term horizon. Works co-operatively with others to achieve team goals and has a direct and positive impact on project performance and make decisions based on their understanding of the situation, not just the rules.

Skills (competencies)

Verbal Communication"
[],[],"{'TypeScript', 'React'}",40,Software Engineer,Slice,United States,"Ilir Sela started Slice with the belief that local pizzerias deserve all of the advantages of major franchises without compromising their independence. Starting with his family’s pizzerias, we now empower over tens of thousands of restaurants with the technology, services, and collective power that owners need to better serve their digitally minded customers and build lasting businesses. We’re growing and adding more talent to help fulfil this valuable mission. That’s where you come in.



You’ll develop innovative features that help our restaurant partners operate more efficiently and provide exceptional, seamless experiences for their customers. You’ll work primarily in Typescript and React building user interfaces, building test collateral, and leveraging our internal design system for consistent and clean implementations.





You’ll join a dynamic team of 5-8 Front-End Developers and the individuals you'll collaborate with are curious, motivated, and exceptionally proficient in their respective domains. They welcome challenging tasks and thrive on resolving them within an empowered and supportive setting. Our team brings together talented developers from across the US, UK, and Eastern Europe, each contributing unique perspectives and expertise to drive success



We’re looking for creative, entrepreneurial developers who are excited to build world-class products for small business counters.







Working at Slice comes with a comprehensive set of benefits, but here are some of the unexpected highlights:





Here’s what you can expect from our hiring process if your candidacy progresses smoothly. We move quickly and strive for a fast turnaround from the final interview to the offer.



Pizza brings people together. Slice is no different. We’re an Equal Opportunity Employer and embrace a diversity of backgrounds, cultures, and perspectives. We do not discriminate on the basis of race, colour, gender, sexual orientation, gender identity or expression, religion, disability, national origin, protected veteran status, age, or any other status protected by applicable national, federal, state, or local law. We are also proud members of the Diversity Mark NI initiative as a Bronze Member."
[],[],set(),41,Software Engineer,Rad AI,United States,
[],[],{'Encryption'},42,Software Engineer,DigiCert,"Bengaluru, Karnataka, India","Who we are

We're a leading, global security authority that's disrupting our own category.  Our encryption is trusted by the major ecommerce brands, the world's largest companies, the major cloud providers, entire country financial systems, entire internets of things and even down to the little things like surgically embedded pacemakers.  We help companies put trust - an abstract idea - to work. That's digital trust for the real world."
[401000.0],['401k'],"{'Communication', 'Problem Solving'}",43,Full Stack Engineer,NBH Bank,"Kansas City, MO","It starts with a mission, and our mission is to disrupt every small business owner’s struggles.

Time is scarce, and decision making can be hard when visibility is limited. Today everything is spreadsheets with manual processes.

Our small business community deserves more. A single piece of data can change everything. Access to timely, relevant, and accurate insights to allow confident decision making; that is our dream for each small business owner.

2UniFi is designed to bring a complete financial platform to each small business’s fingertips.

This type of position is ideal for someone looking to build a career in finance, banking, and technology. We will provide you with training and coaching throughout your onboarding experience, as well as on the job. As you demonstrate success, there will be opportunities for advancement within our organization.

The duties of a Full Stack Engineer require a high degree of specialized expertise and skill in maintaining established standards of quality and accuracy. Drive, determination and a self-disciplined approach to achieving results that meet these established criteria are necessary for successful job performance. The job environment is structured, and job expectations are clear. While the pace of the work is faster than average, quality is never compromised. The focus of communication and organizational relationships is based on technical expertise. The work requires specialized technical problem solving and ingenuity while working within approved organizational systems and technology, and the demonstration of the values of integrity, quality and caution. New ideas and concepts are also important but will be quickly, yet carefully analyzed and tested before communication and adoption. If the job involves managing others, there is a need for someone who can exercise the necessary authority to assure policies and procedures are followed and time frames are met. At the same time, it will be necessary to give subordinates structured opportunity to develop their own expertise and capability for quality work to assure effective delegation and shared responsibility for work output. It is expected that coaching and training support for achieving effective delegation will be required. The position encompasses a defined span of control and opportunity for someone who engenders trust, demonstrates a sense of urgency and assures consistent achievement of quality standards. The work requires making decisions that support company guidelines authoritatively and quickly.

As a Junior Full Stack Engineer, your responsibilities include developing, deploying, documenting, and maintaining web/mobile and backend services. You will collaborate closely with your engineering, product, design, and architecture teams to translate business requirements and user interface designs into robust code components. You will take in detailed solution designs of product requirements and implement, test, deliver, and maintain these solutions while ensuring comprehensive documentation.

You will work collaboratively with your engineering team and internal stakeholders and help triage and resolve errors and defects. Your role involves participating in feature delivery, reducing technical debt along with your engineering team while adhering to best practices and standards.

Your role also entails:



All associates are expected to maintain current knowledge and consistent compliance with regulations and bank policies and procedures related to the position, including but not limited to Bank Secrecy Act (BSA) and Office of Foreign Assets Control (OFAC) requirements.

To be considered for this position, you must possess the following qualifications.



To be considered an ideal candidate, you should possess some of the following qualifications:



Below is a general list of desired skills and abilities; this is not an exhaustive list.







In addition to your financial compensation, we also offer a generous benefits package that includes insurance, 401k, an associate stock purchase program, paid time off, associate banking perks. For more information about the benefits offered click here.

Thank you for your application!

We are committed to providing qualified applicants and associates reasonable accommodation, when necessary, to enable the individuals to complete the application process and/or perform the essential functions of the job. An applicant and/or associate requiring reasonable accommodation to perform any essential job function, should contact Human Resources.

The Company's policy is to provide equal opportunity to all people without regard to race, color, religion, national origin, ancestry, marital status, veteran status, age, disability, pregnancy, genetic information, citizenship status, sex, sexual orientation, gender identity or any other legally protected category. We are proud to be a drug-free workplace."
[],[],set(),44,Software Engineer,"Tagup, Inc.","New York, NY",
[401000.0],['401k'],"{'Communication', 'Problem Solving'}",45,Full Stack Engineer,NBH Bank,"Kansas City, MO","It starts with a mission, and our mission is to disrupt every small business owner’s struggles.

Time is scarce, and decision making can be hard when visibility is limited. Today everything is spreadsheets with manual processes.

Our small business community deserves more. A single piece of data can change everything. Access to timely, relevant, and accurate insights to allow confident decision making; that is our dream for each small business owner.

2UniFi is designed to bring a complete financial platform to each small business’s fingertips.

This type of position is ideal for someone looking to build a career in finance, banking, and technology. We will provide you with training and coaching throughout your onboarding experience, as well as on the job. As you demonstrate success, there will be opportunities for advancement within our organization.

The duties of a Full Stack Engineer require a high degree of specialized expertise and skill in maintaining established standards of quality and accuracy. Drive, determination and a self-disciplined approach to achieving results that meet these established criteria are necessary for successful job performance. The job environment is structured, and job expectations are clear. While the pace of the work is faster than average, quality is never compromised. The focus of communication and organizational relationships is based on technical expertise. The work requires specialized technical problem solving and ingenuity while working within approved organizational systems and technology, and the demonstration of the values of integrity, quality and caution. New ideas and concepts are also important but will be quickly, yet carefully analyzed and tested before communication and adoption. If the job involves managing others, there is a need for someone who can exercise the necessary authority to assure policies and procedures are followed and time frames are met. At the same time, it will be necessary to give subordinates structured opportunity to develop their own expertise and capability for quality work to assure effective delegation and shared responsibility for work output. It is expected that coaching and training support for achieving effective delegation will be required. The position encompasses a defined span of control and opportunity for someone who engenders trust, demonstrates a sense of urgency and assures consistent achievement of quality standards. The work requires making decisions that support company guidelines authoritatively and quickly.

As a Junior Full Stack Engineer, your responsibilities include developing, deploying, documenting, and maintaining web/mobile and backend services. You will collaborate closely with your engineering, product, design, and architecture teams to translate business requirements and user interface designs into robust code components. You will take in detailed solution designs of product requirements and implement, test, deliver, and maintain these solutions while ensuring comprehensive documentation.

You will work collaboratively with your engineering team and internal stakeholders and help triage and resolve errors and defects. Your role involves participating in feature delivery, reducing technical debt along with your engineering team while adhering to best practices and standards.

Your role also entails:



All associates are expected to maintain current knowledge and consistent compliance with regulations and bank policies and procedures related to the position, including but not limited to Bank Secrecy Act (BSA) and Office of Foreign Assets Control (OFAC) requirements.

To be considered for this position, you must possess the following qualifications.



To be considered an ideal candidate, you should possess some of the following qualifications:



Below is a general list of desired skills and abilities; this is not an exhaustive list.







In addition to your financial compensation, we also offer a generous benefits package that includes insurance, 401k, an associate stock purchase program, paid time off, associate banking perks. For more information about the benefits offered click here.

Thank you for your application!

We are committed to providing qualified applicants and associates reasonable accommodation, when necessary, to enable the individuals to complete the application process and/or perform the essential functions of the job. An applicant and/or associate requiring reasonable accommodation to perform any essential job function, should contact Human Resources.

The Company's policy is to provide equal opportunity to all people without regard to race, color, religion, national origin, ancestry, marital status, veteran status, age, disability, pregnancy, genetic information, citizenship status, sex, sexual orientation, gender identity or any other legally protected category. We are proud to be a drug-free workplace."
[],[],set(),46,Software Engineer,McAfee,"Frisco, TX","Role Overview

We are the eCommerce team of McAfee building next-generation solutions to help acquire new customers and retain existing customers. This position is for a Software Development Engineer who will play a critical role in building a highly scalable and performing systems that serve a large user base.

This is a Hybrid position located in Frisco, TX. You will be required to be onsite on an as-needed basis, typically 1 to 6 times a month. We are only considering candidates within a commutable distance to this location and are not offering relocation assistance at this time.











McAfee is a leader in personal security for consumers. Focused on protecting people, not just devices, McAfee consumer solutions adapt to users’ needs in an always online world, empowering them to live securely through integrated, intuitive solutions that protects their families and communities with the right security at the right moment.



We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.



We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status."
[],[],set(),47,Software Engineer,"Tagup, Inc.","Los Angeles, CA",
[],[],set(),48,Software Engineer,Thomas,United Kingdom,"Empower Teams. Redefine Collaboration. Grow Your Skills.

At Thomas, we believe in unlocking human potential — in individuals, in teams, and across organisations. We're transforming from a traditional assessment provider to a cutting-edge platform business, and we're building the tools that help teams connect, communicate, and perform better than ever before.

We're looking for a curious and adaptable Software Engineer to join our Product Engineering team, focused on making our Assess and Connect platforms smarter, faster, and more impactful for customers.

If you thrive in a product-led, fast-moving environment where autonomy, collaboration, and real customer outcomes matter — we'd love to hear from you



You'll work across the full stack, from robust backend services to intuitive frontend applications, helping us solve real-world challenges at scale. Working closely with designers, product managers, and fellow engineers, you'll use data, experimentation, and user feedback to drive continuous improvements.

You'll help evolve our systems architecture, sharpen our code quality, and contribute to a product that genuinely helps teams work better together.



Building and improving full-stack solutions that elevate the Assess & Connect experience.


















At Thomas, we don't just use CVs and interviews to make decisions — we use our own science too. Thomas Assess is our own Talent Assessment Tool that helps us understand the behaviours, environment, and traits needed to succeed in this role.

We've created a job profile for this position, and it'll be used to guide our process — giving us a deeper, more unbiased view of what makes a great fit. You'll learn more about it as you progress.








Apply now and let's start the conversation."
[],[],set(),49,Software Engineer,Zoom,"San Jose, CA","Minimum

Salary Range or On Target Earnings:



In addition to the base salary and/or OTE listed Zoom has a Total Direct Compensation philosophy that takes into consideration; base salary, bonus and equity value.

Note: Starting pay will be based on a number of factors and commensurate with qualifications & experience.

We also have a location based compensation structure; there may be a different range for candidates in this and other locations

At Zoom, we offer a window of at least 5 days for you to apply because we believe in giving you every opportunity. Below is the potential closing date, just in case you want to mark it on your calendar. We look forward to receiving your application!





Our structured hybrid approach is centered around our offices and remote work environments. The work style of each role, Hybrid, Remote, or In-Person is indicated in the job description/posting.



As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. Click Learn for more information.



Zoomies help people stay connected so they can get more done together. We set out to build the best collaboration platform for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinars.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Find room to grow with opportunities to stretch your skills and advance your career in a collaborative, growth-focused environment.



At Zoom, we believe great work happens when people feel supported and empowered. We’re committed to fair hiring practices that ensure every candidate is evaluated based on skills, experience, and potential. If you require an accommodation during the hiring process, let us know—we’re here to support you at every step.

If you need assistance navigating the interview process due to a medical disability, please submit an Accommodations Request Form and someone from our team will reach out soon. This form is solely for applicants who require an accommodation due to a qualifying medical disability. Non-accommodation-related requests, such as application follow-ups or technical issues, will not be addressed."
[],[],set(),50,Software Engineer,Oracle Database,"Austin, TX","Entity: Oracle America, Inc.

Job Duties: Design, develop, troubleshoot and/or test/QA software. As a member of the software engineering division, apply knowledge of software architecture to perform tasks associated with developing, debugging, or designing software applications or operating systems according to provided design specifications. Build enhancements within an existing software architecture and/or suggest improvements to the architecture. May telecommute. (385.31836)

Employer Will Accept a Master’s Degree In Computer Science, Engineering, Or Related Technical Field And 2 Years Of Experience In The Job Or In a Software Developer-related Occupation. Position Requires









US: Hiring Range in USD from: $108,826 to $141,999 per annum. May be eligible for bonus and/or equity.

Oracle maintains broad salary ranges for its roles in order to account for variations in knowledge, skills, experience, market conditions and locations, as well as reflect Oracle’s differing products, industries and lines of business.

Candidates are typically placed into the range based on the preceding factors as well as internal peer equity.

Oracle US offers a comprehensive benefits package which includes the following:



The role will generally accept applications for at least three calendar days from the posting date or as long as the job remains posted.

Career Level - IC1

As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
[],[],"{'Communication', 'Java', 'Spark', 'Python'}",51,Software Engineer,Meesho,"Bengaluru, Karnataka, India","About The Team

As the Supplier Growth & Marketplace team, we own the technology platform to enable suppliers to onboard, create listings for their products, and start selling them on Meesho’s marketplace. As Software Development Engineer - I, you’ll help us in our mission to enable Meesho to have the simplest seller experience across all e-commerce platforms💥

To enable this, we own 10+ microservices that interact with over 30 other services across Meesho’s technology stack. They support 150K+ TPS, 5K+ messages per second in our Kafka queues, 300M+ records in our data cluster, and 80M+ indexed entries in our Elasticsearch engine. We maintain these services with an uptime SLA of 99.995% and average API latency of <30ms. Several of our services, such as Catalog and Taxonomy are Tier 1 services that are used by almost every single engineering team across the company — after all, what good is an e-commerce platform without its product catalogue?

Our focus now is to rearchitect some of our core services to support our explosive expansion. Our services include cutting-edge technologies such as Apache Spark, HBase, and Clustered Redis. We continuously innovate on our platform by building and evangelising new in-house frameworks such as the micro-frontend architecture within the Meesho tech community.

We place special emphasis on the continuous growth of each team member, and we do this with regular 1-1s and open communication. We also know how to party as hard as we work!🎊 When we aren’t building unparalleled tech solutions, you can find us debating the plot points of our favourite books and games, or gossiping over chai☕

So, if a day filled with building impactful solutions with a fun team sounds appealing to you, come join us!



We are looking for an experienced Software Development Engineer - I (Backend), who will create prototypes and proofs-of-concept for iterative development in Java/Python. Additionally, in this role, you will be responsible for converting design into code fluently.

The cherry on top? You’ll be part of a team that will help you upskill and grow in your career. Safe to say, an exciting and rewarding journey awaits you in this role."
[],[],set(),52,other,"Beacon Systems, Inc (BeaconGov)","North Carolina, United States",Title: Front-End Web Developer
[],[],{'R'},53,Software Engineer,Riverlane,"Cambridge, England, United Kingdom","Cambridge, UK | Full-time or Part-time | Permanent | Hybrid

Salary: £55,000 to £75,000 DOE





Riverlane's mission is to make quantum computing useful, sooner. From advances in material science to complex chemistry simulation for drug design and discovery, quantum computers will help solve some of the world's most important challenges. Riverlane is building the quantum error correction stack, Deltaflow, to make this happen. It's a complex problem that requires a range of skills, talent and passion.

We recently raised $75M in Series C funding to accelerate our cutting-edge R&D in quantum error correction (QEC), and are partnering with many of the world's leading quantum hardware providers and government agencies to make fault-tolerant quantum computing a reality. We're making remarkable progress and growing fast.



At Riverlane, we build new and advanced solutions to solve one of the hardest problems in quantum computing: quantum error correction (QEC). As a Software Engineer at Riverlane, you will help test, build and integrate the world's first QEC stack. This cutting-edge and exciting work will involve collaborating with in-house engineering teams, as well as our external quantum hardware partners.

We're creating something truly unique, complex and large-scale, so being comfortable with engineering to evolving specs is key. As such, you will be happy and excited to have the chance to get hands-on quickly in areas outside your own expertise. You will also work well with different people and be team-oriented.

Prior quantum computing knowledge is not necessary - you will learn this along the way!





You will work with our talented software team and hardware designers to design and build the software for the world's first Quantum Error Correction stack. In your role as Software Engineer, you will:"
[],[],set(),54,Software Engineer,DX,"Salt Lake City, UT","About DX
DX helps companies build world-class engineering organizations by providing leaders with insights into developer experience and productivity. DX is bootstrapped, profitable, and consistently growing revenue more than 3X year over year. We’re based in downtown Salt Lake City with customers like Indeed, Etsy, Dropbox, Twilio, Pfizer, and Vanguard."
[],[],set(),55,Software Engineer,Oracle,"Austin, TX","Job Description

Entity: Oracle America, Inc.

: Design, develop, troubleshoot and/or test/QA software. As a member of the software engineering division, apply knowledge of software architecture to perform tasks associated with developing, debugging, or designing software applications or operating systems according to provided design specifications. Build enhancements within an existing software architecture and/or suggest improvements to the architecture. May telecommute. (385.31836)

Employer will accept a Master’s degree in Computer Science, Engineering, or related technical field and 2 years of experience in the job or in a Software Developer-related occupation. Position Requires:






Disclaimer:





US: Hiring Range in USD from: $108,826 - $141,999 per year. May be eligible for bonus and/or equity.

Oracle maintains broad salary ranges for its roles in order to account for variations in knowledge, skills, experience, market conditions and locations, as well as reflect Oracle’s differing products, industries and lines of business.

Candidates are typically placed into the range based on the preceding factors as well as internal peer equity.

Oracle US offers a comprehensive benefits package which includes the following:




The role will generally accept applications for at least three calendar days from the posting date or as long as the job remains posted.

Career Level - IC1



As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
[],[],"{'TypeScript', 'React'}",56,Software Engineer,Slice,Canada,"Ilir Sela started Slice with the belief that local pizzerias deserve all of the advantages of major franchises without compromising their independence. Starting with his family’s pizzerias, we now empower over tens of thousands of restaurants with the technology, services, and collective power that owners need to better serve their digitally minded customers and build lasting businesses. We’re growing and adding more talent to help fulfil this valuable mission. That’s where you come in.



You’ll develop innovative features that help our restaurant partners operate more efficiently and provide exceptional, seamless experiences for their customers. You’ll work primarily in Typescript and React building user interfaces, building test collateral, and leveraging our internal design system for consistent and clean implementations.





You’ll join a dynamic team of 5-8 Front-End Developers and the individuals you'll collaborate with are curious, motivated, and exceptionally proficient in their respective domains. They welcome challenging tasks and thrive on resolving them within an empowered and supportive setting. Our team brings together talented developers from across the US, UK, and Eastern Europe, each contributing unique perspectives and expertise to drive success



We’re looking for creative, entrepreneurial developers who are excited to build world-class products for small business counters.







Working at Slice comes with a comprehensive set of benefits, but here are some of the unexpected highlights:





Here’s what you can expect from our hiring process if your candidacy progresses smoothly. We move quickly and strive for a fast turnaround from the final interview to the offer.



Pizza brings people together. Slice is no different. We’re an Equal Opportunity Employer and embrace a diversity of backgrounds, cultures, and perspectives. We do not discriminate on the basis of race, colour, gender, sexual orientation, gender identity or expression, religion, disability, national origin, protected veteran status, age, or any other status protected by applicable national, federal, state, or local law. We are also proud members of the Diversity Mark NI initiative as a Bronze Member."
[],[],"{'Machine Learning', 'React'}",57,Software Engineer,Emesent,"Brisbane, Queensland, Australia","Our mission to be bold and impactful!

Join our Technology Team as a Software Engineer - Front end.

In this role, you will ensure the seamless operation of our React Native applications by implementing and maintaining efficient, scalable, and robust code. This is a great opportunity to be a part of a vibrant and high performing team within a company that's at the forefront of technological innovation.





























Who are we?

Emesent is a world-leader in drone autonomy, LiDAR mapping, and data analytics. Our vision is to autonomously map the inaccessible. Founded in 2018, with deep connections to Australia's globally recognised CSIRO, we have established ourselves worldwide with a reputation for delivering high-quality data capture in the mining, infrastructure, survey, and mapping industries. Our team of 100+ roboticists, engineers, and business development experts work side-by-side to deliver revolutionary efficiency, safety, and operational insights to our customers.

Our flagship product, Hovermap, is a smart mobile scanning unit that combines advanced collision avoidance and autonomous flight technologies to map hazardous and GPS-denied environments. Its award-winning technology utilises innovative hardware, advanced algorithms, and machine learning to automate collection and analysis of the physical world. Equally capable above ground or underground, indoors, or out, Hovermap is a complete mobile LiDAR mapping solution. Hovermap is uniquely versatile, it can be backpack, drone, or vehicle-mounted to map challenging, inaccessible areas enabling our customers to gain insights that were not possible before.

With multiple applications across several industries and a rapidly growing customer base, Hovermap and our other solutions are being used commercially for a variety of applications by enterprise customers around the world.

Why Emesent?

We are proud to be a Great Place to Work certified®, reflecting our commitment to fostering a positive, inclusive and engaging workplace culture. At Emesent, you will have the opportunity to work on ground-breaking technology that is shaping the future. We offer a dynamic and collaborative work environment, competitive compensation, and opportunities for professional growth. Join us in our mission to push the boundaries of robotics and digitisation to help humanity explore further and understand more."
[],[],{'Agile'},58,Software Engineer,Moodle,Indonesia,"Moodle with us!

At Moodle, we're on a mission to empower educators and learners worldwide. As the world's most customisable and trusted open-source LMS, we partner with schools, universities, and organisations in over 200 countries to create better learning experiences for millions. If you're ready to make a real impact, and be part of a global movement shaping the future of learning, join us—let's transform education together!



We're looking for an experienced to join our Platform Solutions Team — a collaborative, agile group focused on building, refining, and improving the Moodle LMS platform for our users around the world.

This is a remote role that can be based anywhere in the Asia Pacific region, and will get the opportunity to work with a growing development team across the globe.



Most days in this role usually involve a mix of:








Especially if you can tell us about your:








Moodle has a globally diverse team with over 280 team members in more than 25 countries around the world. We've built a passionate team of hard-working, driven and diverse people from all over the world, united by a shared belief in the ability of our platform to make a positive difference to our world. We respect our colleagues and value an open and innovative workplace, filled with integrity and of course a strong focus on education (yes, these are our company values!)

In addition to this you can expect:






Moodle is the world's most trusted online learning solution, with a growing ecosystem of products and services, including Moodle Workplace, Moodle App, MoodleCloud, and more. The engine of our ecosystem is Moodle LMS, the secure and customisable open source learning management platform used by well over 400 million learners worldwide.

Find out more about us on our website."
[],[],"{'Testing', 'Data Mining'}",59,other,Amazon,"Bengaluru, Karnataka, India","DESCRIPTION

Cross Border Tech is looking for an experienced Software Development Engineer to work on our Cross Border technology stacks, which enables to launch new Cross Border arc with local language, local currency, local payments and build new features and enhancements. The Cross Border strategy, and roadmap is one of the most important initiatives across Amazon. You will design, architect and innovative technology solutions that will reduce time to market, standardize execution and scale for expansion globally. You will build, operate and play a key role in the evolution of our platform to solve the world's most complex technical challenges in Information extraction, Large-scale computing, Distributed systems, Web applications, Data mining, Scalability, Security, and Algorithms to name a few. You’ll strive for simplicity, and demonstrate significant creativity and high judgment. You will play a key role in stabilizing the day to day operations and improving the platform’s build and testing process, and ensure adherence to organizational software and security compliance.

The job is simple: make everything available to everyone all the time at the best possible price. The requirements are almost as simple - we’re looking for leaders and trailblazers who aren’t afraid of tackling massive scale, layered complexity and ambiguous requirements to empower our customers to shop the World. No two features are ever the same and our customers are hungry for every single one!





This is a contractual position which is ideal for candidates who are looking to deal with scaling challenges at Amazon and ready to build mission critical system software applications and tools. It is also an opportunity for freelance candidates to become domain experts and have an enormous opportunity to make a large impact on the design, architecture and development of consumer products. Depending on individual performance this experience can lead to permanent positions as Software Development Engineers at Amazon.

Key job responsibilities













Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


- ADCI - Karnataka

Job ID: A2969708"
[],[],set(),60,Software Engineer,Konrad Group,"Toronto, Ontario, Canada","Who We Are

Konrad is a next generation digital consultancy. We are dedicated to solving complex business problems for our global clients with creative and forward-thinking solutions. Our employees enjoy a culture built on innovation and a commitment to creating best-in-class digital products in use by hundreds of millions of consumers around the world. We hire exceptionally smart, analytical, and hard working people who are lifelong learners."
